danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name_songs,artists
0.645,0.494,6,-8.43,0,0.0375,0.615,0,0.0858,0.391,140.115,audio_features,5u9UWgaKV0OJye1e8dQ6UV,spotify:track:5u9UWgaKV0OJye1e8dQ6UV,https://api.spotify.com/v1/tracks/5u9UWgaKV0OJye1e8dQ6UV,https://api.spotify.com/v1/audio-analysis/5u9UWgaKV0OJye1e8dQ6UV,245603,3,Khung Tr?i Ngày X?a - 25th Làn Sóng Xanh,Isaac
0.637,0.312,4,-14.593,0,0.0356,0.91,0.693,0.106,0.147,119.975,audio_features,2saeL41NnxeCSDkoUytJd0,spotify:track:2saeL41NnxeCSDkoUytJd0,https://api.spotify.com/v1/tracks/2saeL41NnxeCSDkoUytJd0,https://api.spotify.com/v1/audio-analysis/2saeL41NnxeCSDkoUytJd0,221250,4,Xin L?i,B?o Anh
0.608,0.679,5,-5.928,1,0.0563,0.633,0.000168,0.0677,0.196,124.83,audio_features,0KdEzPhGKqghPcUOV7Igxt,spotify:track:0KdEzPhGKqghPcUOV7Igxt,https://api.spotify.com/v1/tracks/0KdEzPhGKqghPcUOV7Igxt,https://api.spotify.com/v1/audio-analysis/0KdEzPhGKqghPcUOV7Igxt,289216,4,Quá Kh? Còn L?i Gì,Hippohappy
0.841,0.486,7,-9.646,1,0.0884,0.788,0,0.116,0.693,136.931,audio_features,4qc6Y3CpoWdYfGIl0oBAXx,spotify:track:4qc6Y3CpoWdYfGIl0oBAXx,https://api.spotify.com/v1/tracks/4qc6Y3CpoWdYfGIl0oBAXx,https://api.spotify.com/v1/audio-analysis/4qc6Y3CpoWdYfGIl0oBAXx,210219,4,simple love,GREY D
0.379,0.411,4,-10.185,0,0.0529,0.655,0,0.134,0.271,131.696,audio_features,0Wmb57JquSUpmQWeZr5AqJ,spotify:track:0Wmb57JquSUpmQWeZr5AqJ,https://api.spotify.com/v1/tracks/0Wmb57JquSUpmQWeZr5AqJ,https://api.spotify.com/v1/audio-analysis/0Wmb57JquSUpmQWeZr5AqJ,348900,4,Ai Chung Tình ???c Mãi (Cover),Trung Quân
0.609,0.514,9,-6.193,0,0.0304,0.829,4.70E-06,0.0845,0.342,115.813,audio_features,3OYUB0HqRozD99o4ogp2TT,spotify:track:3OYUB0HqRozD99o4ogp2TT,https://api.spotify.com/v1/tracks/3OYUB0HqRozD99o4ogp2TT,https://api.spotify.com/v1/audio-analysis/3OYUB0HqRozD99o4ogp2TT,282183,4,Xem Nh? Em Ch?ng May,L??ng Bích H?u
0.601,0.235,4,-12.388,0,0.0402,0.891,0.000683,0.275,0.167,82.628,audio_features,5jlHKKprxQiWwKpfIZyHqr,spotify:track:5jlHKKprxQiWwKpfIZyHqr,https://api.spotify.com/v1/tracks/5jlHKKprxQiWwKpfIZyHqr,https://api.spotify.com/v1/audio-analysis/5jlHKKprxQiWwKpfIZyHqr,191493,3,Di?m X?a,Kiên Tr?nh
0.407,0.193,0,-7.63,1,0.0315,0.919,0,0.131,0.209,90.482,audio_features,1F7kjQhF92Al8CSu2jP5rH,spotify:track:1F7kjQhF92Al8CSu2jP5rH,https://api.spotify.com/v1/tracks/1F7kjQhF92Al8CSu2jP5rH,https://api.spotify.com/v1/audio-analysis/1F7kjQhF92Al8CSu2jP5rH,124445,3,Nhìn Nh?ng Mùa Thu ?i - Em Và Tr?nh Original Soundtrack,Bùi Lan H??ng
0.376,0.172,7,-12.316,1,0.0301,0.922,7.67E-05,0.099,0.235,141.851,audio_features,05mKTB04qMaCRHwuVf9HGv,spotify:track:05mKTB04qMaCRHwuVf9HGv,https://api.spotify.com/v1/tracks/05mKTB04qMaCRHwuVf9HGv,https://api.spotify.com/v1/audio-analysis/05mKTB04qMaCRHwuVf9HGv,147368,4,N?ng Th?y Tinh,Avin Lu
0.57,0.311,7,-11.638,0,0.0306,0.799,0,0.363,0.268,79.986,audio_features,7Mq7sdxleBULUT7zv9muqM,spotify:track:7Mq7sdxleBULUT7zv9muqM,https://api.spotify.com/v1/tracks/7Mq7sdxleBULUT7zv9muqM,https://api.spotify.com/v1/audio-analysis/7Mq7sdxleBULUT7zv9muqM,327314,4,L?ng Nghe N??c M?t,Hoài Lâm
0.487,0.166,7,-16.126,0,0.0343,0.925,1.46E-05,0.124,0.225,127.844,audio_features,2SwRzFwem5lUPabaDXXo82,spotify:track:2SwRzFwem5lUPabaDXXo82,https://api.spotify.com/v1/tracks/2SwRzFwem5lUPabaDXXo82,https://api.spotify.com/v1/audio-analysis/2SwRzFwem5lUPabaDXXo82,176012,4,S? Th?t Ta Yêu Nhau - Live,M? Tâm
0.617,0.123,7,-14.075,0,0.0292,0.85,0,0.105,0.314,97.394,audio_features,1ZFI7RyuyYAMPVJxOI5C2x,spotify:track:1ZFI7RyuyYAMPVJxOI5C2x,https://api.spotify.com/v1/tracks/1ZFI7RyuyYAMPVJxOI5C2x,https://api.spotify.com/v1/audio-analysis/1ZFI7RyuyYAMPVJxOI5C2x,273231,3,Còn Tu?i Nào Cho Em,MINH
0.495,0.293,0,-6.258,0,0.03,0.833,0,0.118,0.257,119.574,audio_features,4oCkhEC6APsv7LWEdaVBnn,spotify:track:4oCkhEC6APsv7LWEdaVBnn,https://api.spotify.com/v1/tracks/4oCkhEC6APsv7LWEdaVBnn,https://api.spotify.com/v1/audio-analysis/4oCkhEC6APsv7LWEdaVBnn,302500,4,N?a Th?p K? (25 Mét Vuông),Hoàng D?ng
0.375,0.271,4,-12.742,1,0.0456,0.924,7.38E-05,0.107,0.239,73.378,audio_features,4MZkrUWN2C0dhc7Xn1LPug,spotify:track:4MZkrUWN2C0dhc7Xn1LPug,https://api.spotify.com/v1/tracks/4MZkrUWN2C0dhc7Xn1LPug,https://api.spotify.com/v1/audio-analysis/4MZkrUWN2C0dhc7Xn1LPug,172873,4,Nhìn Nh?ng Mùa Thu ?i,My Anh
0.329,0.297,9,-9.665,0,0.0346,0.854,0.000195,0.092,0.304,91.082,audio_features,6yKJYa4ZJxw9JIzD7LfmcB,spotify:track:6yKJYa4ZJxw9JIzD7LfmcB,https://api.spotify.com/v1/tracks/6yKJYa4ZJxw9JIzD7LfmcB,https://api.spotify.com/v1/audio-analysis/6yKJYa4ZJxw9JIzD7LfmcB,239000,4,?êm Lao Xao,Hoà Minzy
0.286,0.242,3,-10.058,1,0.0338,0.925,1.46E-06,0.137,0.486,81.753,audio_features,3eqMW2b2P3zxIvOk4gmZMi,spotify:track:3eqMW2b2P3zxIvOk4gmZMi,https://api.spotify.com/v1/tracks/3eqMW2b2P3zxIvOk4gmZMi,https://api.spotify.com/v1/audio-analysis/3eqMW2b2P3zxIvOk4gmZMi,247500,3,Ai Kh? Vì Ai,Anh Khang
0.581,0.135,4,-16.902,0,0.047,0.91,2.04E-05,0.104,0.125,119.786,audio_features,7wFrqQuREATaHAKCjYiPHq,spotify:track:7wFrqQuREATaHAKCjYiPHq,https://api.spotify.com/v1/tracks/7wFrqQuREATaHAKCjYiPHq,https://api.spotify.com/v1/audio-analysis/7wFrqQuREATaHAKCjYiPHq,298126,4,Mong Manh Tình V?,Lân Nhã
0.572,0.541,2,-7.938,0,0.207,0.539,0,0.223,0.378,172.008,audio_features,7u3Me1bMMdCwArR784jCfv,spotify:track:7u3Me1bMMdCwArR784jCfv,https://api.spotify.com/v1/tracks/7u3Me1bMMdCwArR784jCfv,https://api.spotify.com/v1/audio-analysis/7u3Me1bMMdCwArR784jCfv,304186,4,D? Vãng Nh?t Nhòa / Tr?m N?m Không Quên (Mashup),Quang Hà
0.661,0.336,8,-8.487,1,0.0432,0.896,0,0.121,0.299,143.996,audio_features,7MqBESTeRdYeAFYTOT0t3p,spotify:track:7MqBESTeRdYeAFYTOT0t3p,https://api.spotify.com/v1/tracks/7MqBESTeRdYeAFYTOT0t3p,https://api.spotify.com/v1/audio-analysis/7MqBESTeRdYeAFYTOT0t3p,294960,4,H?nh Phúc M?i,Erin
0.433,0.445,2,-10.642,1,0.0455,0.794,0,0.304,0.315,95.227,audio_features,1WYMsFdZ9d3OeKbsSn4HZR,spotify:track:1WYMsFdZ9d3OeKbsSn4HZR,https://api.spotify.com/v1/tracks/1WYMsFdZ9d3OeKbsSn4HZR,https://api.spotify.com/v1/audio-analysis/1WYMsFdZ9d3OeKbsSn4HZR,297338,4,Chuy?n R?ng - Live,M? Tâm
0.324,0.244,9,-6.26,1,0.0316,0.78,0,0.122,0.234,170.036,audio_features,531r0RqWGUM483CwvWMRJn,spotify:track:531r0RqWGUM483CwvWMRJn,https://api.spotify.com/v1/tracks/531r0RqWGUM483CwvWMRJn,https://api.spotify.com/v1/audio-analysis/531r0RqWGUM483CwvWMRJn,359822,3,Ga Chi?u Ph? Nh?,Ph??ng Ph??ng Th?o
0.567,0.408,5,-10.793,0,0.0261,0.43,1.73E-05,0.388,0.201,82.005,audio_features,6J3HAQoYSDPrYSY7q18LpW,spotify:track:6J3HAQoYSDPrYSY7q18LpW,https://api.spotify.com/v1/tracks/6J3HAQoYSDPrYSY7q18LpW,https://api.spotify.com/v1/audio-analysis/6J3HAQoYSDPrYSY7q18LpW,265131,4,M?a L?nh Tàn Canh,Hoàng Th?c Linh
0.698,0.479,7,-11.052,0,0.0243,0.0465,0,0.0862,0.265,95.959,audio_features,4OnicWPgNBCS6IVdiJapFm,spotify:track:4OnicWPgNBCS6IVdiJapFm,https://api.spotify.com/v1/tracks/4OnicWPgNBCS6IVdiJapFm,https://api.spotify.com/v1/audio-analysis/4OnicWPgNBCS6IVdiJapFm,225133,4,Tình nh? lá bay xa,Jimmi Nguyen
0.377,0.289,11,-9.622,0,0.0499,0.912,0,0.164,0.149,182.104,audio_features,0ahkUcOxTm0nzfeAzHLxsD,spotify:track:0ahkUcOxTm0nzfeAzHLxsD,https://api.spotify.com/v1/tracks/0ahkUcOxTm0nzfeAzHLxsD,https://api.spotify.com/v1/audio-analysis/0ahkUcOxTm0nzfeAzHLxsD,329189,4,Xin L?i Anh,Minh Tuy?t
0.626,0.516,6,-6.181,0,0.0265,0.213,0,0.383,0.241,139.994,audio_features,0Sj4P4oVBIewpJTaH59JdM,spotify:track:0Sj4P4oVBIewpJTaH59JdM,https://api.spotify.com/v1/tracks/0Sj4P4oVBIewpJTaH59JdM,https://api.spotify.com/v1/audio-analysis/0Sj4P4oVBIewpJTaH59JdM,294220,4,Tình Còn V??ng V?n,Tr?nh Lam
0.673,0.279,7,-18.657,0,0.0383,0.29,0,0.029,0.576,104.771,audio_features,3O7bfDEudUqacPPsOQ2cO7,spotify:track:3O7bfDEudUqacPPsOQ2cO7,https://api.spotify.com/v1/tracks/3O7bfDEudUqacPPsOQ2cO7,https://api.spotify.com/v1/audio-analysis/3O7bfDEudUqacPPsOQ2cO7,472126,4,Lien Khuc Dung Noi Xa Nhau,"Elvis Phuong, Huong Lan, Ngoc Bich & Anh Son"
0.519,0.381,11,-7.229,0,0.0259,0.491,4.54E-06,0.245,0.152,99.861,audio_features,5Pxu5cVkKy9hfgTbrka39p,spotify:track:5Pxu5cVkKy9hfgTbrka39p,https://api.spotify.com/v1/tracks/5Pxu5cVkKy9hfgTbrka39p,https://api.spotify.com/v1/audio-analysis/5Pxu5cVkKy9hfgTbrka39p,356680,4,Bu?n Làm Chi Em ?i,Nh? Qu?nh
0.437,0.532,7,-6.728,1,0.0576,0.567,0,0.113,0.27,159.357,audio_features,7GsnrNufjFByPdRRiGeumB,spotify:track:7GsnrNufjFByPdRRiGeumB,https://api.spotify.com/v1/tracks/7GsnrNufjFByPdRRiGeumB,https://api.spotify.com/v1/audio-analysis/7GsnrNufjFByPdRRiGeumB,245707,4,LK ??c Gì & Tình Xót Xa Thôi,Myra Tr?n
0.543,0.34,11,-11.156,0,0.0276,0.157,0,0.279,0.205,142.161,audio_features,4Xy6vQAH5m7Xxh1CgKpG6B,spotify:track:4Xy6vQAH5m7Xxh1CgKpG6B,https://api.spotify.com/v1/tracks/4Xy6vQAH5m7Xxh1CgKpG6B,https://api.spotify.com/v1/audio-analysis/4Xy6vQAH5m7Xxh1CgKpG6B,259840,4,Nh? v? em,Jimmi Nguyen
0.566,0.206,11,-11.151,0,0.033,0.86,0.000248,0.166,0.126,76.021,audio_features,2M9W85QBtVGTG6KanbGVn6,spotify:track:2M9W85QBtVGTG6KanbGVn6,https://api.spotify.com/v1/tracks/2M9W85QBtVGTG6KanbGVn6,https://api.spotify.com/v1/audio-analysis/2M9W85QBtVGTG6KanbGVn6,256811,4,N? H?ng Mong Manh,Hoàng Th?c Linh
0.739,0.591,9,-7.072,0,0.0394,0.274,3.67E-06,0.181,0.461,122.975,audio_features,66aZkQQ7aK6oVFNSYSVHKk,spotify:track:66aZkQQ7aK6oVFNSYSVHKk,https://api.spotify.com/v1/tracks/66aZkQQ7aK6oVFNSYSVHKk,https://api.spotify.com/v1/audio-analysis/66aZkQQ7aK6oVFNSYSVHKk,148050,4,Nào Bi?t Nào Hay? (Quizas?),H??ng Th?y
0.618,0.46,5,-6.85,0,0.0303,0.474,0,0.101,0.169,119.893,audio_features,44zYgXB10VrrzMgSLVpJEV,spotify:track:44zYgXB10VrrzMgSLVpJEV,https://api.spotify.com/v1/tracks/44zYgXB10VrrzMgSLVpJEV,https://api.spotify.com/v1/audio-analysis/44zYgXB10VrrzMgSLVpJEV,286400,4,Mãi M?t M?i Tình ??u,Diem Suong
0.618,0.507,2,-6.865,0,0.0285,0.604,0,0.071,0.227,118.015,audio_features,2bFLUlY9nJVXWuwfaQ4Eyt,spotify:track:2bFLUlY9nJVXWuwfaQ4Eyt,https://api.spotify.com/v1/tracks/2bFLUlY9nJVXWuwfaQ4Eyt,https://api.spotify.com/v1/audio-analysis/2bFLUlY9nJVXWuwfaQ4Eyt,247060,4,B?i Vì Anh Yêu Em,Minh Tuy?t
0.417,0.419,11,-8.532,0,0.067,0.836,3.72E-06,0.115,0.296,182.082,audio_features,5OVzUL2Bagd93SPK4kiy8H,spotify:track:5OVzUL2Bagd93SPK4kiy8H,https://api.spotify.com/v1/tracks/5OVzUL2Bagd93SPK4kiy8H,https://api.spotify.com/v1/audio-analysis/5OVzUL2Bagd93SPK4kiy8H,298320,4,Cánh H?ng Phai,B?ng Ki?u
0.789,0.297,9,-9.313,0,0.0407,0.808,0,0.116,0.349,115.706,audio_features,5X5cuxyR1nxB0nKIqssgoC,spotify:track:5X5cuxyR1nxB0nKIqssgoC,https://api.spotify.com/v1/tracks/5X5cuxyR1nxB0nKIqssgoC,https://api.spotify.com/v1/audio-analysis/5X5cuxyR1nxB0nKIqssgoC,220253,4,Ng??i Tình Mùa ?ông,Hoàng Th?c Linh
0.542,0.511,6,-11.681,1,0.0282,0.296,1.86E-06,0.0461,0.524,74.043,audio_features,3N93T6fslBTgBuuuzHharL,spotify:track:3N93T6fslBTgBuuuzHharL,https://api.spotify.com/v1/tracks/3N93T6fslBTgBuuuzHharL,https://api.spotify.com/v1/audio-analysis/3N93T6fslBTgBuuuzHharL,266267,4,Con ???ng Màu Xanh,Tr?nh Nam S?n
0.534,0.414,0,-7.634,0,0.0417,0.71,0,0.101,0.226,124.669,audio_features,0AKWkmzpdkBsF6b7sR71m5,spotify:track:0AKWkmzpdkBsF6b7sR71m5,https://api.spotify.com/v1/tracks/0AKWkmzpdkBsF6b7sR71m5,https://api.spotify.com/v1/audio-analysis/0AKWkmzpdkBsF6b7sR71m5,273920,4,N?i Tình Yêu B?t ??u,B?ng Ki?u
0.792,0.492,9,-10.642,0,0.0298,0.366,6.92E-06,0.179,0.681,133.802,audio_features,4Tjc9ONpXB4FmYO6UChhua,spotify:track:4Tjc9ONpXB4FmYO6UChhua,https://api.spotify.com/v1/tracks/4Tjc9ONpXB4FmYO6UChhua,https://api.spotify.com/v1/audio-analysis/4Tjc9ONpXB4FmYO6UChhua,256227,4,Ng??i Tình Mùa ?ông,Nh? Qu?nh
0.433,0.359,9,-8.316,0,0.0668,0.864,0,0.326,0.26,179.87,audio_features,75x9568wVIULWBp0o99XfQ,spotify:track:75x9568wVIULWBp0o99XfQ,https://api.spotify.com/v1/tracks/75x9568wVIULWBp0o99XfQ,https://api.spotify.com/v1/audio-analysis/75x9568wVIULWBp0o99XfQ,190467,4,N?u Em ???c Ch?n L?a,Diem Suong
0.638,0.436,2,-6.291,0,0.0311,0.787,0,0.0546,0.232,119.941,audio_features,5fRRhPduSMGfKxrhlLOa8l,spotify:track:5fRRhPduSMGfKxrhlLOa8l,https://api.spotify.com/v1/tracks/5fRRhPduSMGfKxrhlLOa8l,https://api.spotify.com/v1/audio-analysis/5fRRhPduSMGfKxrhlLOa8l,296133,4,Yêu Nh? Ngày Yêu Cu?i,Mai Ti?n D?ng
0.604,0.324,8,-10.308,0,0.0292,0.789,0.00109,0.0963,0.0939,146.079,audio_features,7fJDJwl8WSJ8Y5bRtZOVSQ,spotify:track:7fJDJwl8WSJ8Y5bRtZOVSQ,https://api.spotify.com/v1/tracks/7fJDJwl8WSJ8Y5bRtZOVSQ,https://api.spotify.com/v1/audio-analysis/7fJDJwl8WSJ8Y5bRtZOVSQ,315440,4,Xin Cho Mot Nu Cuoi,Anh Tu
0.616,0.514,9,-7.657,0,0.0285,0.729,0,0.159,0.474,129.912,audio_features,7rjq4WZtlw0tv0ooLhovZE,spotify:track:7rjq4WZtlw0tv0ooLhovZE,https://api.spotify.com/v1/tracks/7rjq4WZtlw0tv0ooLhovZE,https://api.spotify.com/v1/audio-analysis/7rjq4WZtlw0tv0ooLhovZE,278907,4,Tr? L?i Em,L?u Bích
0.491,0.509,11,-5.334,0,0.0334,0.677,3.00E-06,0.136,0.173,127.733,audio_features,1sb6b6i3z9WoF1VQuvH3in,spotify:track:1sb6b6i3z9WoF1VQuvH3in,https://api.spotify.com/v1/tracks/1sb6b6i3z9WoF1VQuvH3in,https://api.spotify.com/v1/audio-analysis/1sb6b6i3z9WoF1VQuvH3in,273067,4,Anh Mu?n Em S?ng Sao,Minh Tuy?t
0.393,0.3,5,-13.835,1,0.0307,0.495,0.000129,0.294,0.315,182.599,audio_features,5fQczCIMO0o8uKP75vznAu,spotify:track:5fQczCIMO0o8uKP75vznAu,https://api.spotify.com/v1/tracks/5fQczCIMO0o8uKP75vznAu,https://api.spotify.com/v1/audio-analysis/5fQczCIMO0o8uKP75vznAu,253760,3,Tình Khúc Mùa Xuân,S? Phú
0.267,0.524,1,-5.8,1,0.0376,0.247,7.02E-05,0.089,0.186,71.196,audio_features,6HP0QkGVqfY74mVMLCuN6h,spotify:track:6HP0QkGVqfY74mVMLCuN6h,https://api.spotify.com/v1/tracks/6HP0QkGVqfY74mVMLCuN6h,https://api.spotify.com/v1/audio-analysis/6HP0QkGVqfY74mVMLCuN6h,285960,4,Mùa Thu Lá Bay,Nh? Qu?nh
0.718,0.449,7,-10.266,1,0.0286,0.0235,7.18E-06,0.245,0.274,103.226,audio_features,0xkNPrr1dHl8IGwoUqR7rM,spotify:track:0xkNPrr1dHl8IGwoUqR7rM,https://api.spotify.com/v1/tracks/0xkNPrr1dHl8IGwoUqR7rM,https://api.spotify.com/v1/audio-analysis/0xkNPrr1dHl8IGwoUqR7rM,255413,4,Quên ?i Tình Yêu C?,Tr?nh Nam S?n
0.711,0.509,8,-12.176,0,0.0273,0.422,0.0021,0.101,0.388,107.976,audio_features,4brhPqPocoeW5TLHpvx5UJ,spotify:track:4brhPqPocoeW5TLHpvx5UJ,https://api.spotify.com/v1/tracks/4brhPqPocoeW5TLHpvx5UJ,https://api.spotify.com/v1/audio-analysis/4brhPqPocoeW5TLHpvx5UJ,245960,4,Nh?ng bu?i chi?u vàng,Tú Quyên
0.578,0.474,0,-10.835,0,0.0319,0.137,0.000782,0.123,0.349,76.062,audio_features,0uWVQA6rgTOuodI7lXdqMN,spotify:track:0uWVQA6rgTOuodI7lXdqMN,https://api.spotify.com/v1/tracks/0uWVQA6rgTOuodI7lXdqMN,https://api.spotify.com/v1/audio-analysis/0uWVQA6rgTOuodI7lXdqMN,261733,4,Xa em ky? niê?m,Don H?
0.588,0.397,11,-9.335,0,0.031,0.534,0,0.393,0.308,143.936,audio_features,3u6B0WJvQNbNwKmfKG02SJ,spotify:track:3u6B0WJvQNbNwKmfKG02SJ,https://api.spotify.com/v1/tracks/3u6B0WJvQNbNwKmfKG02SJ,https://api.spotify.com/v1/audio-analysis/3u6B0WJvQNbNwKmfKG02SJ,269075,4,Chuy?n Tình Mình,Hoàng Th?c Linh
0.669,0.297,5,-11.08,1,0.0258,0.426,0,0.199,0.371,94.908,audio_features,586xiY2nNmDbxLCY27YvS2,spotify:track:586xiY2nNmDbxLCY27YvS2,https://api.spotify.com/v1/tracks/586xiY2nNmDbxLCY27YvS2,https://api.spotify.com/v1/audio-analysis/586xiY2nNmDbxLCY27YvS2,254733,4,Hoài Mong,Anh Tu
0.183,0.508,7,-6.125,0,0.0338,0.861,1.29E-05,0.193,0.228,79.673,audio_features,06AU8OnQb6ImAZUjxT0T2B,spotify:track:06AU8OnQb6ImAZUjxT0T2B,https://api.spotify.com/v1/tracks/06AU8OnQb6ImAZUjxT0T2B,https://api.spotify.com/v1/audio-analysis/06AU8OnQb6ImAZUjxT0T2B,327553,1,Khi Có Chàng,Ng?c H??ng
0.603,0.437,2,-9.39,0,0.0312,0.236,4.96E-06,0.384,0.309,119.955,audio_features,3c4hehuYOCXecWc4o7u9om,spotify:track:3c4hehuYOCXecWc4o7u9om,https://api.spotify.com/v1/tracks/3c4hehuYOCXecWc4o7u9om,https://api.spotify.com/v1/audio-analysis/3c4hehuYOCXecWc4o7u9om,263093,4,M?t thu? yêu ng??i,Thanh Hà
0.479,0.495,7,-9.699,1,0.0278,0.0108,5.10E-05,0.0741,0.288,179.721,audio_features,0JHRQXZWXkWgajk97oeVkK,spotify:track:0JHRQXZWXkWgajk97oeVkK,https://api.spotify.com/v1/tracks/0JHRQXZWXkWgajk97oeVkK,https://api.spotify.com/v1/audio-analysis/0JHRQXZWXkWgajk97oeVkK,290493,4,Ngan Nam Van Khong Quen,Anh Tu
0.69,0.362,2,-12.447,0,0.0278,0.0298,3.93E-06,0.378,0.3,114.075,audio_features,4a8Yda09WYYUM6mmPsEA94,spotify:track:4a8Yda09WYYUM6mmPsEA94,https://api.spotify.com/v1/tracks/4a8Yda09WYYUM6mmPsEA94,https://api.spotify.com/v1/audio-analysis/4a8Yda09WYYUM6mmPsEA94,274333,4,Mot Thuo Yeu Nguoi,L?u Bích
0.553,0.228,1,-13.69,0,0.0298,0.472,0.000781,0.132,0.214,131.775,audio_features,18FghJqPwB2nR3GsquNLuR,spotify:track:18FghJqPwB2nR3GsquNLuR,https://api.spotify.com/v1/tracks/18FghJqPwB2nR3GsquNLuR,https://api.spotify.com/v1/audio-analysis/18FghJqPwB2nR3GsquNLuR,249600,4,Co? u?a,Lâm Thúy Vân
0.536,0.556,4,-7.398,1,0.0652,0.463,0,0.303,0.391,87.904,audio_features,1Yi7SZMC8EuuvVON5F1Zai,spotify:track:1Yi7SZMC8EuuvVON5F1Zai,https://api.spotify.com/v1/tracks/1Yi7SZMC8EuuvVON5F1Zai,https://api.spotify.com/v1/audio-analysis/1Yi7SZMC8EuuvVON5F1Zai,252333,4,Tình yêu nh? m?i tên,Tu?n Ng?c
0.644,0.636,6,-5.94,0,0.0403,0.635,0,0.131,0.557,82.032,audio_features,2qMxNR27MGp6V8p9N6JDWi,spotify:track:2qMxNR27MGp6V8p9N6JDWi,https://api.spotify.com/v1/tracks/2qMxNR27MGp6V8p9N6JDWi,https://api.spotify.com/v1/audio-analysis/2qMxNR27MGp6V8p9N6JDWi,288879,4,H?i Ng??i Tình,Nh? Loan
0.48,0.344,2,-10.944,0,0.0304,0.216,1.72E-05,0.159,0.119,135.985,audio_features,2qQFvVgRDWvOUSiWOZ0peb,spotify:track:2qQFvVgRDWvOUSiWOZ0peb,https://api.spotify.com/v1/tracks/2qQFvVgRDWvOUSiWOZ0peb,https://api.spotify.com/v1/audio-analysis/2qQFvVgRDWvOUSiWOZ0peb,276200,4,Mãi yêu ng??i thôi,Lâm Nh?t Ti?n
0.566,0.499,7,-6.196,0,0.0273,0.474,0,0.0876,0.217,130.007,audio_features,2n7GvEnp7BdXEuXGiY902W,spotify:track:2n7GvEnp7BdXEuXGiY902W,https://api.spotify.com/v1/tracks/2n7GvEnp7BdXEuXGiY902W,https://api.spotify.com/v1/audio-analysis/2n7GvEnp7BdXEuXGiY902W,341293,4,LK Tình Xa Khu?t & M?t Th?i ?ã Xa,Myra Tr?n
0.319,0.332,9,-12.836,1,0.0319,0.645,3.14E-05,0.378,0.174,149.121,audio_features,2P2mP7K0bQOIw4QfB1i2kS,spotify:track:2P2mP7K0bQOIw4QfB1i2kS,https://api.spotify.com/v1/tracks/2P2mP7K0bQOIw4QfB1i2kS,https://api.spotify.com/v1/audio-analysis/2P2mP7K0bQOIw4QfB1i2kS,296267,4,Ni?m ?au chôn d?u,Ngoc Lan
0.599,0.457,5,-8.794,1,0.029,0.479,8.91E-06,0.568,0.409,79.963,audio_features,2h2ajaOBpDKfd39Zaga5r2,spotify:track:2h2ajaOBpDKfd39Zaga5r2,https://api.spotify.com/v1/tracks/2h2ajaOBpDKfd39Zaga5r2,https://api.spotify.com/v1/audio-analysis/2h2ajaOBpDKfd39Zaga5r2,227973,4,M?i ng??i m?t gi?c m?,L?u Bích
0.501,0.253,0,-13.822,1,0.0291,0.691,1.32E-05,0.117,0.359,175.689,audio_features,3oS0Yp0Dqz66kp17fg47C1,spotify:track:3oS0Yp0Dqz66kp17fg47C1,https://api.spotify.com/v1/tracks/3oS0Yp0Dqz66kp17fg47C1,https://api.spotify.com/v1/audio-analysis/3oS0Yp0Dqz66kp17fg47C1,273333,4,Và Tôi C?ng Yêu Em,??c Huy
0.515,0.406,1,-8.332,0,0.0364,0.684,0.000369,0.0827,0.138,143.825,audio_features,6PP99RcmYgQ8jY7PQxfwTK,spotify:track:6PP99RcmYgQ8jY7PQxfwTK,https://api.spotify.com/v1/tracks/6PP99RcmYgQ8jY7PQxfwTK,https://api.spotify.com/v1/audio-analysis/6PP99RcmYgQ8jY7PQxfwTK,366202,4,V?n Yêu M?t Ng??i,Minh Tuy?t
0.691,0.485,7,-9.482,0,0.0289,0.673,6.68E-05,0.26,0.483,108.052,audio_features,1CQgXjEtejLEPpuImDlbtT,spotify:track:1CQgXjEtejLEPpuImDlbtT,https://api.spotify.com/v1/tracks/1CQgXjEtejLEPpuImDlbtT,https://api.spotify.com/v1/audio-analysis/1CQgXjEtejLEPpuImDlbtT,234387,4,Con Tim Th?t Thà,Tr?nh Nam S?n
0.387,0.346,1,-11.098,0,0.0292,0.443,0.000162,0.17,0.293,151.779,audio_features,6qfrUHtm4sEIcKEkKsoaeB,spotify:track:6qfrUHtm4sEIcKEkKsoaeB,https://api.spotify.com/v1/tracks/6qfrUHtm4sEIcKEkKsoaeB,https://api.spotify.com/v1/audio-analysis/6qfrUHtm4sEIcKEkKsoaeB,283200,4,Ky Niem Nao Voi Tan,Tô Ch?n Phong
0.781,0.727,1,-7.143,1,0.0275,0.525,0.00518,0.0255,0.944,129.936,audio_features,2Mnjsr5aKRCN2X2fggmoMd,spotify:track:2Mnjsr5aKRCN2X2fggmoMd,https://api.spotify.com/v1/tracks/2Mnjsr5aKRCN2X2fggmoMd,https://api.spotify.com/v1/audio-analysis/2Mnjsr5aKRCN2X2fggmoMd,253400,4,Anh là tia n?ng trong em,Lâm Thúy Vân
